cnpj_produtora;grupo;razao_social;perfil
05564112000199;05564112000199;TRIO FILMES PRODUÇÕES ARTÍSTICAS LTDA;Pequeno Porte com algum retorno
17902521000137;17902521000137;GUARNICE PRODUÇÕES EIRELI - EPP;Pequeno Porte sem retorno
15089868000187;15089868000187;STO LAT PRODUCOES CULTURAIS EIRELI ­ ME;Pequeno Porte com algum retorno
15474450000193;15474450000193;LEONARDO VIEIRA PEIXOTO -ME;Pequeno Porte com algum retorno
23747020000126;23747020000126;PAPO AMARELO PRODUÇÕES CINEMATOGRÁFICAS LTDA - ME;Pequeno Porte sem retorno
04125602000126;04125602000126;IDEOGRAMA PRODUÇÕES CULTURAIS LTDA ME;Pequeno Porte com algum retorno
16481402000195;16481402000195;ESTALO CRIATIVO LTDA;Pequeno Porte com algum retorno
19872940000107;19872940000107;FAUSTON FILMES LTDA;Pequeno Porte sem retorno
25211934000101;25211934000101;CACTO FACTO PRODUCOES LTDA;Pequeno Porte sem retorno
11788633000122;11788633000122;LIRACINE PRODUÇÕES AUDIOVISUAIS LTDA - EPP;Pequeno Porte com algum retorno
16589807000141;16589807000141;FANTOM FILMES E PRODUCOES ARTISTICAS LTDA;Pequeno Porte com algum retorno
15693797000127;15693797000127;EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME;Pequeno Porte sem retorno
23238509000172;23238509000172;AGUDA CINEMA E ARTE LTDA;Pequeno Porte sem retorno
16099989000172;16099989000172;R.M.R. GUIMARÃES-ME;Pequeno Porte sem retorno
12935850000160;12935850000160;MONTANHAS FILMES LTDA - ME;Pequeno Porte com algum retorno
19305367000141;19305367000141;VILAREJO FILMES LTDA ME;Pequeno Porte sem retorno
17265355000105;17265355000105;OURIÇO PRODUÇÕES CINEMATOGRÁFICAS E TELEVISIVAS LTDA-ME;Pequeno Porte sem retorno
23707667000124;23707667000124;PANDA FILMES LTDA;Fomento Baixo Retorno
02736672000195;02736672000195;BRONZE FILMES PRODUTORA LTDA;Fomento Baixo Retorno
94100302000185;35339160000144;ZEPPELIN PRODUÇÕES DE CINEMA E TELEVISÃO LTDA.;Pequeno Porte com algum retorno
02908530000168;02908530000168;AROMA FILMES LTDA ME.;Pequeno Porte com algum retorno
17192316000125;17192316000125;SEUFILME PRODUCOES AUDIOVISUAIS LTDA;Pequeno Porte com algum retorno
15128758000187;11157228000106;TEM DENDE PRODUCOES LTDA - ME;Pequeno Porte com algum retorno
11280934000140;11280934000140;LIGHTHOUSE PRODUÇÕES CINEMATOGRÁFICAS LTDA.;Fomento Baixo Retorno
05463157000177;05463157000177;PINK FLAMINGO PRODUÇÕES LTDA;Pequeno Porte com algum retorno
13359654000158;13359654000158;BELA FILMES PRODUÇÕES LTDA ME;Pequeno Porte com algum retorno
14798449000151;14798449000151;ESQUINA PRODUÇÕES ARTÍSTICAS LTDA ME;Retorno Internacional
06288843000111;06288843000111;ARTÉRIA FILMES - COMÉRCIO, PRESTAÇÃO DE SERVIÇOS E PRODUÇÃO AUDIOVISUAL LTDA;Pequeno Porte com algum retorno
08991631000121;08991631000121;99 PRODUCOES ARTISTICAS LTDA;Pequeno Porte com algum retorno
04069379000147;04069379000147;OCEAN PRODUÇÃO DE FILMES LTDA;Pequeno Porte com algum retorno
13044728000167;13044728000167;CINCO DA NORTE-SERVIÇOS AUDIOVISUAIS LTDA-ME;Retorno Internacional
09547615000107;09547615000107;TACACÁ FILMES LTDA;Pequeno Porte com algum retorno
02174031000194;02174031000194;CINEMA INFLAMAVEL PRODUCOES CINEMATOGRAFICAS LTDA;Retorno Internacional
09409976000197;60234827000191;SYNDROME FILMES E PRODUÇÕES CINEMATOGRÁFICAS LTDA;Retorno Internacional
29121096000128;31296141000127;MULTIVERSO FILMES PRODUÇÕES ARTÍSTICAS LTDA;Pequeno Porte com algum retorno
19457687000117;19457687000117;ESTÚDIO GIZ PRODUÇÕES LTDA. - ME;Fomento Baixo Retorno
09397798000121;09397798000121;KLAXON CULTURA AUDIOVISUAL LTDA-ME;Pequeno Porte com algum retorno
06945371000122;19374466000185;SPRAY FILMES S.A.;Pequeno Porte com algum retorno
13207081000147;07249419000120;PLANO B PRODUTORA DE FILMES EIRELI-ME;Pequeno Porte com algum retorno
03931658000105;03931658000105;LARTY MARK LTDA;Pequeno Porte com algum retorno
09065789000133;09065789000133;400 FILMES - SERVIÇOS DE PRODUÇÃO LTDA ME;Retorno Internacional
05928108000162;05928108000162;COMPANHIA AMAZONICA DE FILMES S/S LTDA.;Pequeno Porte com algum retorno
09028371000156;40366609000101;TORTUGA STUDIOS PRODUTORA DE FILMES LTDA;Fomento Baixo Retorno
42488478000152;96274915000164;SINCROCINE PRODUÇÕES CINEMATOGRÁFICAS LTDA;Retorno Doméstico
08656129000164;08656129000164;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;Retorno Internacional
28083221000190;28083221000190;OLHAR DE CINEMA DISTRIBUIDORA DE FILMES LTDA - ME;Pequeno Porte com algum retorno
15372472000142;17291890000130;H2O DISTRIBUIDORA DE FILMES S/A;Retorno Doméstico
08257054000149;09006254000191;SM DISTRIBUIDORA DE FILMES LTDA;Duplo Retorno
03838776000173;03838776000173;HARE FILMES PRODUCOES LTDA - ME;Pequeno Porte com algum retorno
31939739000197;31939739000197;TIPOS E TEMPOS PRODUÃÃES LTDA;Pequeno Porte com algum retorno
05919250000143;05919250000143;CISMA PRODUÇÕES CINEMATOGRÁFICAS, EVENTOS E TEATRO LTDA;Pequeno Porte com algum retorno
36007649000181;03626688000108;MELODRAMA PRODUÇÕES LTDA.;Fomento Baixo Retorno
09240833000102;09240833000102;BELAVISTA RIO CINEMA E PRODUÇÃO ARTÍSTICA LTDA;Fomento Baixo Retorno
04687576000120;04687576000120;SOMBUMBO FILMES LTDA - ME;Pequeno Porte com algum retorno
06140668000110;06140668000110;PASSARO FILMS DO BRASIL AUDIOVISUAIS LTDA;Retorno Internacional
30510135000168;02601469000101;CRYSTAL CINEMATOGRÁFICA LTDA;Fomento Baixo Retorno
04909742000195;04909742000195;CAMILA GONZATTO & FREDERICO PINTO LTDA - ME;Pequeno Porte com algum retorno
03766122000181;03766122000181;SOLAR FILMES LTDA - ME;Pequeno Porte com algum retorno
02282322000104;21422978000111;KINOSSAURUS FILMES LTDA.;Fomento Baixo Retorno
01464291000131;01464291000131;KINOFILMES PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;Pequeno Porte com algum retorno
04092785000120;04092785000120;C.H.G. CAMARGO RIBAS;Pequeno Porte com algum retorno
08517383000181;01287007000107;44 TOONS - PRODUÇÕES ARTÍSTICAS LTDA;Fomento Baixo Retorno
10387192000194;10387192000194;MÍNIMA - CONCEPÇÃO, EDITORA E PRODUÇÃO VISUAL LTDA;Pequeno Porte com algum retorno
08429784000180;13318063000132;AURORA FILMES LTDA.;Retorno Internacional
21805885000176;21805885000176;INQUIETA CINEMA CULTURA E COMUNICAÇÃO LTDA - ME;Pequeno Porte com algum retorno
10433648000105;10433648000105;STAIRS PRODUCOES AUDIOVISUAIS LTDA;Fomento Baixo Retorno
00817115000173;31692146000179;BSB CINEMA PRODUÇÕES LTDA. - ME;Pequeno Porte com algum retorno
17281724000153;17281724000153;TENDA DOS MILAGRES PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA;Pequeno Porte com algum retorno
11503567000105;11503567000105;CHOCOLATE FILMES EIRELI;Fomento Baixo Retorno
04310171000178;10729386000120;BITS PRODUÇÕES LTDA;Retorno Internacional
08408195000115;08408195000115;LAPILAR PRODUCÕES ARTISTICAS LTDA;Pequeno Porte com algum retorno
04979755000130;04979755000130;DOMÍNIO PÚBLICO PRODUÇÕES ARTÍSTICAS LTDA;Pequeno Porte com algum retorno
55084750000180;55084750000180;GAYA PRODUCOES CINEMATOGRAFICAS LTDA - ME;Fomento Baixo Retorno
01025252000138;01025252000138;CABEÇA DE CUIA PRODUTORA DE FILMES E VÍDEOS LTDA;Pequeno Porte com algum retorno
13827942000190;13827942000190;MAGNO & MAGNO LTDA - ME;Pequeno Porte com algum retorno
09369796000129;09369796000129;FÁBULAS NEGRAS PRODUÇÕES ARTÍSTICAS LTDA.;Pequeno Porte com algum retorno
10441993000190;42856105000197;SOBRETUDO PRODUÇÃO AUDIOVISUAL E ARTÍSTICA LTDA.;Retorno Internacional
07978267000105;07978267000105;ÁRTEMIS PRODUÇÕES AUDIOVISUAIS LTDA;Pequeno Porte com algum retorno
22971615000106;22971615000106;DROMEDARIO CINEMA E VIDEO LTDA - EPP;Pequeno Porte com algum retorno
12106102000175;12106102000175;PAULA UN MI KIM - PRODUÇÕES - ME;Pequeno Porte com algum retorno
03493590000120;07427104000126;POLO MS CINEMA E VÍDEO LTDA;Pequeno Porte com algum retorno
14989694000146;14989694000146;NIGERIA COMUNICAÇÃO E AUDIOVISUAL LTDA ME;Pequeno Porte com algum retorno
08394172000107;08394172000107;MANDRA FILMES PRODUÇÕES AUDIOVISUAIS LTDA;Pequeno Porte com algum retorno
23064648000127;23064648000127;PONTA NEGRA FILMES LTDA-ME;Pequeno Porte com algum retorno
12827703000177;12827703000177;DOIS PLÁTANOS PRODUÇÕES CINEMATOGRÁFICAS LTDA;Pequeno Porte com algum retorno
10407637000150;10407637000150;VACA AMARELA FILMES EIRELI;Pequeno Porte com algum retorno
20357494000173;20357494000173;MUAMBA ESTUDIO LTDA ME;Pequeno Porte com algum retorno
07206747000140;07206747000140;OLHO FILMES PRODUCOES EIRELI - ME;Pequeno Porte com algum retorno
09260004000183;09260004000183;TERRA FIRME PRODUÇÕES CINEMATOGRÁFICAS LTDA;Pequeno Porte com algum retorno
02231569000193;02231569000193;UM FILMES LTDA;Fomento Baixo Retorno
20386333000108;20386333000108;BOSK CINEMA TV WEB LTDA;Pequeno Porte com algum retorno
11182736000144;11182736000144;FILMES FORA DA LATA LTDA;Fomento Baixo Retorno
18130655000140;18130655000140;MZN PUBLICIDADE AUDIO VISUAL LTDA;Pequeno Porte sem retorno
11422855000127;11422855000127;GAMAROSA FILMES LTDA.;Pequeno Porte com algum retorno
03918609000132;03918609000132;WMIX DISTRIBUIDORA LTDA.;Retorno Doméstico
05933574000136;05933574000136;PIPA NATIVA PRODUÇÃO CULTURAL LTDA;Fomento Baixo Retorno
72672017000104;29823319000107;CANNES PRODUÇÕES S/A;Duplo Retorno
07819481000100;49962834000177;FILM CONNECTION DISTRIBUIDORA DE FILMES LTDA;Retorno Internacional
12124611000120;12124611000120;CICLORAMA FILMES LTDA.;Pequeno Porte com algum retorno
08821187000104;08821187000104;OURO 21 PRODUÃÃO DE FILMES LTDA;Fomento Baixo Retorno
07949950000106;15834772000104;BRVR FILMES LTDA;Duplo Retorno
08346733000194;08346733000194;RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.;Duplo Retorno
09287514000144;09287514000144;GUINLE PRODUÃÃES ARTÃSTICAS LTDA - ME;Pequeno Porte com algum retorno
15479865000150;45393249000142;SANTA RITA FILMES EIRELI - ME;Fomento Baixo Retorno
29185956000197;29185956000197;M D PRODUÃÃES ARTÃSTICAS LTDA;Pequeno Porte com algum retorno
05249852000130;05249852000130;REPÚBLICA PUREZA FILMES LTDA.;Duplo Retorno
05626923000177;05626923000177;DAMASCO FILMES LTDA;Fomento Baixo Retorno
06076085000178;06076085000178;CEREJA PRODUCAO CINEMATOGRAFICA LTDA;Pequeno Porte sem retorno
15182829000120;18338912000133;ENCRIPTA S/A;Pequeno Porte com algum retorno
03827382000110;03827382000110;MORO COMUNICAÇÃO EIRELI-ME;Pequeno Porte com algum retorno
09095244000170;04671639000150;RACONTO PRODUCOES ARTISTICAS LTDA;Fomento Baixo Retorno
03553092000125;48997580000160;FREDERICO DA CRUZ MACHADO - ME;Pequeno Porte com algum retorno
18384267000195;44448120000121;DANIELA GOUVEIA MENEGOTTO - ME;Pequeno Porte com algum retorno
23391665000179;63308384000124;CINEMATOGRÁFICA DISTRIBUIDORA DE FILMES LTDA;Pequeno Porte com algum retorno
24578765000171;24578765000171;F D DA SILVA - ME;Pequeno Porte com algum retorno
08787497000141;08787497000141;FORTE FILMES PRODUÇÕES ARTÍSTICAS LTDA;Pequeno Porte com algum retorno
20615318000194;44516584000128;TANDERA FILMES E PRODUCOES EIRELI - ME;Pequeno Porte com algum retorno
35789569000162;35789569000162;OSWALDO CALDEIRA PRODUCOES CINEMATOGRFICAS LTDA;Pequeno Porte com algum retorno
08296780000170;08296780000170;GLAZ ENTRETENIMENTO S.A.;Retorno Doméstico
07077834000144;07077834000144;EDSON SOARES DO NASCIMENTO ME;Pequeno Porte com algum retorno
13516637000187;13516637000187;AVANTE FILMES LTDA.;Retorno Internacional
04302591000102;04302591000102;SERGIO J. DE ANDRADE;Pequeno Porte com algum retorno
04344932000102;04344932000102;INTRO LTDA;Retorno Doméstico
00639143000148;00639143000148;FAGANELLO - COMUNICACOES EIRELI - ME;Pequeno Porte com algum retorno
08465974000152;13507233000127;KINOOSFERA FILMES E PRODUÇÕES ARTÍSTICAS LTDA.;Pequeno Porte com algum retorno
01541247000188;15113068000154;CUBO FILMES PRODUÇÕES E EVENTOS LTDA - ME;Pequeno Porte com algum retorno
01282220000118;06110319000156;REALIZART PRODUÇÃO AUDIOVISUAL LTDA;Pequeno Porte com algum retorno
39527494000100;55953247000114;REGINALDO FARIA PRODUÇÕES ARTÍSTICAS LTDA.;Fomento Baixo Retorno
68696756000150;68696756000150;DIÁLOGO COMUNICAÇÃO EIRELI;Pequeno Porte com algum retorno
12380610000147;12380610000147;PARAKINO PRODUCOES LTDA.;Pequeno Porte com algum retorno
06323379000157;06323379000157;BIG BONSAI BRASILIS PRODUÇÕES ARTÍSTICAS CULTURAIS E CINEMATOGRÁFICAS LTDA;Pequeno Porte com algum retorno
09551826000113;09551826000113;COPA STUDIO PRODUTORA AUDIOVISUAL LTDA;Fomento Baixo Retorno
22910094000179;22910094000179;RED STUDIO BRASIL PRODUCAO E ANIMACAO LTDA;Pequeno Porte com algum retorno
04979293000151;04979293000151;FLO PROJETOS LTDA;Pequeno Porte com algum retorno
09261668000167;09261668000167;ACERE PRODUÇÃO ARTÍSTICA E CULTURAL LTDA;Pequeno Porte com algum retorno
81183527000109;81183527000109;MAQUINA FILMES LTDA - ME.;Pequeno Porte com algum retorno
04768987000140;09416289000107;LATINAMERICA ENTRETENIMENTO INTERNACIONAL LTDA;Retorno Doméstico
03117764000150;03117764000150;OKA COMUNICAÇÕES LTDA;Pequeno Porte com algum retorno
19388280000185;28432721000190;PACTO AUDIOVISUAL PRODUTORES ASSOCIADOS LTDA;Pequeno Porte com algum retorno
22734795000102;22734795000102;TAMANDUA VERMELHO PRODUÇÕES ARTÍSTICAS EIRELI ME;Retorno Internacional
05163327000106;05163327000106;ARUAC PRODUÇÕES LTDA;Fomento Baixo Retorno
07372049000114;07372049000114;FILMES DE ABRIL PRODUÇÕES AUDIOVISUAIS LTDA.;Pequeno Porte com algum retorno
07543070000135;07543070000135;ARMANDO PINTO PRAÇA NETO;Retorno Internacional
10831015000155;10831015000155;MOVIOLA PRODUÇÕES CINEMATOGRÁFICAS LTDA;Pequeno Porte com algum retorno
07530292000113;07530292000113;FILMES DO CERRADO PRODUÇÕES CINEMATOGRÁFICAS LTDA;Pequeno Porte com algum retorno
09291317000107;09291317000107;LOCKHEART FILMES LTDA.;Pequeno Porte com algum retorno
12475126000100;22446460000180;CLARTE SERVIÇOS DE FOTO E CINEMA LTDA ME;Pequeno Porte com algum retorno
14372650000172;14372650000172;LIBERATO PRODUÇÕES CULTURAIS LTDA;Pequeno Porte com algum retorno
15864034000100;15864034000100;HILDEBRANDO MAURICIO DA C MACEDO FILHO ­ ME;Pequeno Porte com algum retorno
74165200000130;74165200000130;ARTIFÍCIO CINEMATOGRÁFICO E PRODUÇÕES LTDA.;Pequeno Porte com algum retorno
13202884000109;13202884000109;MONTANHA RUSSA PRODUCOES AUDIOVISUAIS LTDA - ME;Pequeno Porte com algum retorno
05416743000160;05416743000160;MARÃO DESENHOS ANIMADOS LTDA ME;Pequeno Porte com algum retorno
09207344000140;09207344000140;EDER SAN JÚNIOR CINEMATOGRÁFICA E ARTE LTDA;Pequeno Porte com algum retorno
20519742000135;55645575000153;ROSEIRA FILMES E PRODUCOES ARTISTICAS;Pequeno Porte com algum retorno
12091067000168;12091067000168;TRINCHEIRA FILMES LTDA;Pequeno Porte com algum retorno
14026079000134;14026079000134;API PRODUCOES ARTISTICAS E AUDIOVISUAIS LTDA;Pequeno Porte com algum retorno
10615584000163;10615584000163;3 MOINHOS PRODUÇÕES ARTÍSTICAS EIRELI - ME;Pequeno Porte sem retorno
09505106000111;09505106000111;ARISSAS MULTIMIDIA LTDA;Pequeno Porte sem retorno
05572253000153;05572253000153;LENTE VIVA FILMES LTDA - EPP;Pequeno Porte com algum retorno
10519798000136;43511177000165;NOVA TRINITI COMUNICAÇÃO E PRODUÇÃO ARTÍSTICA LTDA ME;Pequeno Porte com algum retorno
16871935000183;59201687000176;MAR FILMES LTDA;Fomento Baixo Retorno
07202193000102;56660997000160;DEBERTON FILMES E PRODUCOES LTDA;Pequeno Porte com algum retorno
06975561000192;31775219000196;VAGALUZES FILMES LTDA;Pequeno Porte com algum retorno
19709434000193;19709434000193;A. S. C. E SOUZA - PRODUTORA;Pequeno Porte com algum retorno
13631016000144;16566425000100;MACHADO FILMES E PRODUÇÕES LTDA;Pequeno Porte com algum retorno
13993337000199;13993337000199;PC DA R FREIRE PRODUÇÕES CINEMATOGRÁFICAS;Pequeno Porte sem retorno
22071805000169;28340812000103;CRISGE - PRODUCOES AUDIOVISUAIS LTDA - ME;Pequeno Porte com algum retorno
18274744000160;18274744000160;VIU CINE COMUNICACAO LTDA;Pequeno Porte com algum retorno
06236625000133;06236625000133;KINOPUS AUDIOVISUAL LTDA - ME;Pequeno Porte com algum retorno
17698485000131;17698485000131;A J MENDES DOS SANTOS - ME;Pequeno Porte sem retorno
05609007000129;42567262000182;SAMBA FILMES LTDA;Pequeno Porte com algum retorno
15830015000154;49708898000146;PATIO VAZIO PRODUÇÕES CINEMATOGRÁFICAS, ARTÍSTICAS E CULTURAIS LTDA - ME;Pequeno Porte com algum retorno
03021799000190;03021799000190;DGT FILMES LTDA - EPP;Pequeno Porte sem retorno
22327940000122;35454798000126;ATO3 PRODUCOES ARTISTICAS E EDITORIAIS LTDA - ME;Pequeno Porte com algum retorno
13790799000109;13790799000109;8 DIGITOS PRODUCOES LTDA.;Pequeno Porte sem retorno
19495871000151;19495871000151;RAPHAEL GUSTAVO DA SILVA - ME;Pequeno Porte com algum retorno
07088828000192;07088828000192;RAINER CINE LTDA;Pequeno Porte com algum retorno
13931232000105;13931232000105;VISAGEM SERVICO DE PRODUCAO DE VIDEO LTDA - ME;Pequeno Porte sem retorno
10473332000147;40087391000148;ODUN PRODUÇÃO DE BENS CULTURAIS LTDA;Pequeno Porte com algum retorno
13486716000192;13486716000192;TROTOAR - PRODUCAO DE SERVICOS AUDIOVISUAIS LTDA ME;Pequeno Porte com algum retorno
09491939000170;09491939000170;KANA FILMES E PRODUÃÃES LTDA.;Pequeno Porte com algum retorno
07822394000102;07822394000102;LINHA DE PRODUÇÃO CINEMA E TELEVISÃO LTDA;Pequeno Porte sem retorno
08988410000102;08988410000102;PAJÉ PRODUÇÕES CULTURAIS;Pequeno Porte sem retorno
11501891000186;11501891000186;ANDARA FILMES LTDA-ME;Pequeno Porte sem retorno
21988610000115;21988610000115;GIRO PRODUÇÕES CULTURAIS LTDA - ME;Pequeno Porte com algum retorno
23318838000123;30673175000120;UNIQUE ENTRETENIMENTO DIGITAL LTDA - ME;Pequeno Porte sem retorno
14635446000105;14635446000105;EYE MOVE ESTUDIO DE ANIMACAO E ILUSTRACAO LTDA - ME;Pequeno Porte sem retorno
12658679000190;12658679000190;DESVIA PRODUÇÕES ARTISTICAS E AUDIOVISUAIS LTDA;Retorno Internacional
11223363000102;11223363000102;CABRAFULO PRODUÇÃO CULTURAL LTDA;Pequeno Porte com algum retorno
07276440000115;13840055000151;CLUBTV PRODUÇÕES E ENTRETENIMENTO EIRELI;Pequeno Porte com algum retorno
